7,6,0,4,6,6
8,6,0,5,8,7
8,8,0,5,7,5
5,6,0,4,5,4
6,6,0,4,5,6
6,7,0,4,4,6
8,8,5,9,7,8
8,7,0,8,8,7
7,7,0,5,8,8
8,6,0,7,8,9
8,7,5,8,7,8
6,4,0,6,6,6
5,5,0,4,4,5
5,5,0,4,4,5
7,6,0,8,8,7
8,7,0,7,8,5
8,6,0,7,8,8
5,6,5,4,4,4
6,5,0,4,5,6
6,5,0,4,5,7
8,8,0,6,7,9
7,7,0,4,4,4
8,8,0,8,8,7
7,7,0,4,4,4
7,7,0,4,4,4
7,7,0,4,4,4
6,8,0,6,5,6
8,7,0,8,8,9
6,6,0,6,5,5
5,7,0,5,5,5
5,6,5,4,4,4
8,8,0,8,8,7
6,8,0,6,5,6
